time,open,high,low,close,volume
2025-03-17 04:00:00,3168.88,3170.99,3169.25,3169.41,4730
2025-03-17 05:00:00,3165.13,3168.74,3163.16,3166.08,1136
2025-03-17 06:00:00,3161.45,3164.38,3160.09,3160.71,2946
2025-03-17 07:00:00,3163.18,3165.15,3162.63,3164.14,2697
2025-03-17 08:00:00,3156.86,3158.31,3155.47,3156.11,1427
2025-03-17 09:00:00,3168.06,3172.31,3165.33,3168.01,2475
2025-03-17 10:00:00,3176.68,3176.58,3172.06,3175.81,3659
2025-03-17 11:00:00,3173.74,3178.13,3172.91,3173.14,4921
2025-03-17 12:00:00,3163.6,3162.62,3162.29,3162.61,3958
2025-03-17 13:00:00,3171.2,3173.18,3170.16,3171.5,1818
2025-03-17 14:00:00,3171.62,3171.25,3170.66,3171.09,3188
2025-03-17 15:00:00,3179.07,3179.47,3177.76,3179.27,2106
2025-03-17 16:00:00,3169.42,3171.3,3168.83,3169.46,3224
2025-03-17 17:00:00,3166.24,3166.56,3164.39,3165.98,1197
2025-03-17 18:00:00,3167.08,3166.87,3164.18,3166.33,3671
2025-03-17 19:00:00,3167.92,3167.59,3166.9,3166.95,4639
2025-03-17 20:00:00,3164.95,3165.75,3160.61,3164.41,2995
2025-03-17 21:00:00,3168.51,3170.66,3168.55,3168.68,3738
2025-03-17 22:00:00,3162.08,3162.58,3160.82,3162.23,4492
2025-03-17 23:00:00,3162.12,3163.16,3158.62,3161.65,3448
2025-03-18 00:00:00,3162.2,3163.8,3159.12,3162.73,4769
2025-03-18 01:00:00,3165.52,3168.09,3163.13,3166.3,1470
2025-03-18 02:00:00,3170.83,3171.18,3170.59,3171.12,3265
2025-03-18 03:00:00,3163.89,3164.33,3163.3,3164.32,2948
2025-03-18 04:00:00,3154.53,3157.11,3151.78,3154.94,1928
2025-03-18 05:00:00,3162.79,3164.28,3161.54,3163.33,4899
2025-03-18 06:00:00,3164.83,3165.8,3164.78,3165.75,3010
2025-03-18 07:00:00,3160.36,3162.96,3161.03,3161.33,4800
2025-03-18 08:00:00,3172.44,3174.25,3168.24,3171.47,3679
2025-03-18 09:00:00,3172.37,3173.63,3170.72,3172.52,3998
2025-03-18 10:00:00,3180.1,3180.35,3179.79,3180.33,1905
2025-03-18 11:00:00,3181.43,3183.7,3179.29,3181.07,3222
2025-03-18 12:00:00,3193.97,3196.66,3190.23,3194.53,1022
2025-03-18 13:00:00,3206.99,3206.7,3204.65,3206.09,4796
2025-03-18 14:00:00,3205.38,3206.03,3204.39,3204.81,4988
2025-03-18 15:00:00,3210.55,3211.74,3209.39,3211.37,1234
2025-03-18 16:00:00,3215.67,3215.95,3215.57,3215.84,4084
2025-03-18 17:00:00,3225.73,3226.03,3224.82,3224.97,2124
2025-03-18 18:00:00,3219.97,3219.22,3218.63,3219.08,1928
2025-03-18 19:00:00,3223.75,3224.79,3222.52,3223.82,4607
2025-03-18 20:00:00,3231.2,3231.1,3230.64,3230.97,4947
2025-03-18 21:00:00,3219.28,3223.9,3219.07,3219.95,1522
2025-03-18 22:00:00,3213.64,3214.54,3210.48,3212.66,2808
2025-03-18 23:00:00,3199.37,3200.19,3197.08,3199.9,4523
2025-03-19 00:00:00,3199.39,3200.92,3198.3,3198.5,1430
2025-03-19 01:00:00,3203.71,3204.61,3203.38,3203.41,1792
2025-03-19 02:00:00,3213.59,3216.44,3211.96,3213.38,2629
2025-03-19 03:00:00,3214.2,3216.61,3213.71,3214.17,2736
2025-03-19 04:00:00,3224.44,3225.41,3223.08,3224.98,1532
2025-03-19 05:00:00,3215.77,3219.4,3215.84,3216.41,4923
2025-03-19 06:00:00,3205.24,3206.09,3204.57,3205.8,4026
2025-03-19 07:00:00,3205.13,3206.44,3205.04,3205.76,2746
2025-03-19 08:00:00,3209.1,3209.77,3206.26,3208.55,2675
2025-03-19 09:00:00,3208.36,3209.26,3208.44,3208.66,2316
2025-03-19 10:00:00,3194.85,3196.51,3195.67,3195.74,3857
2025-03-19 11:00:00,3196.42,3195.83,3195.07,3195.49,1912
2025-03-19 12:00:00,3188.25,3187.8,3187.22,3187.48,2124
2025-03-19 13:00:00,3192.93,3192.08,3188.31,3192.07,2525
2025-03-19 14:00:00,3195.72,3195.6,3193.63,3194.73,2327
2025-03-19 15:00:00,3188.4,3191.43,3188.86,3189.05,3918
2025-03-19 16:00:00,3185.88,3187.99,3185.77,3186.09,3587
2025-03-19 17:00:00,3180.18,3182.64,3177.61,3179.67,2023
2025-03-19 18:00:00,3179.98,3184.7,3177.06,3179.59,2576
2025-03-19 19:00:00,3185.29,3187.85,3184.25,3185.99,2378
2025-03-19 20:00:00,3180.66,3182.76,3178.09,3180.03,4374
2025-03-19 21:00:00,3183.0,3184.0,3182.7,3183.55,2519
2025-03-19 22:00:00,3179.95,3182.84,3179.21,3180.5,2681
2025-03-19 23:00:00,3175.85,3179.38,3172.23,3175.78,4839
2025-03-20 00:00:00,3175.6,3176.5,3173.03,3175.41,2997
2025-03-20 01:00:00,3169.32,3170.68,3167.32,3169.16,1226
2025-03-20 02:00:00,3165.16,3167.13,3163.97,3165.97,2259
2025-03-20 03:00:00,3159.47,3163.89,3157.37,3158.71,1872
2025-03-20 04:00:00,3171.0,3172.56,3168.68,3171.47,1891
2025-03-20 05:00:00,3171.27,3172.79,3171.51,3172.01,2478
2025-03-20 06:00:00,3168.67,3170.85,3167.31,3167.89,2036
2025-03-20 07:00:00,3170.47,3169.93,3169.04,3169.56,3257
2025-03-20 08:00:00,3169.89,3169.2,3168.9,3169.17,3788
2025-03-20 09:00:00,3168.7,3169.24,3166.46,3168.08,1396
2025-03-20 10:00:00,3172.6,3172.53,3170.71,3172.29,2123
2025-03-20 11:00:00,3177.52,3179.37,3173.92,3177.42,3078
2025-03-20 12:00:00,3173.54,3176.76,3171.76,3174.37,3945
2025-03-20 13:00:00,3170.85,3171.35,3167.71,3171.03,4599
2025-03-20 14:00:00,3169.35,3169.66,3167.54,3169.6,1648
2025-03-20 15:00:00,3154.88,3157.23,3153.11,3155.36,1328
2025-03-20 16:00:00,3146.58,3147.02,3143.95,3146.13,4237
2025-03-20 17:00:00,3155.05,3156.83,3154.24,3155.06,2482
2025-03-20 18:00:00,3164.93,3166.12,3163.56,3165.77,4893
2025-03-20 19:00:00,3163.95,3167.93,3164.08,3164.51,1951
2025-03-20 20:00:00,3168.84,3171.22,3167.86,3168.48,3005
2025-03-20 21:00:00,3169.92,3174.0,3169.21,3170.77,3016
2025-03-20 22:00:00,3191.37,3193.61,3188.05,3190.67,4171
2025-03-20 23:00:00,3198.14,3198.56,3195.35,3198.14,3668
2025-03-21 00:00:00,3197.61,3198.98,3196.52,3197.65,2878
2025-03-21 01:00:00,3192.05,3193.94,3191.44,3191.86,2196
2025-03-21 02:00:00,3182.59,3183.15,3178.57,3181.94,2772
2025-03-21 03:00:00,3183.25,3187.21,3181.94,3183.55,1161
2025-03-21 04:00:00,3179.42,3180.42,3177.13,3179.06,4976
2025-03-21 05:00:00,3170.48,3171.32,3167.12,3170.35,2751
2025-03-21 06:00:00,3166.1,3170.88,3164.1,3166.57,1775
2025-03-21 07:00:00,3160.8,3161.25,3158.85,3160.04,4334
2025-03-21 08:00:00,3171.63,3172.52,3170.98,3171.04,2827
2025-03-21 09:00:00,3177.27,3177.55,3176.39,3176.95,3321
2025-03-21 10:00:00,3177.92,3179.82,3175.6,3177.22,4074
2025-03-21 11:00:00,3187.69,3190.08,3186.11,3186.96,2051
2025-03-21 12:00:00,3188.18,3187.83,3186.82,3187.77,3373
2025-03-21 13:00:00,3183.27,3184.11,3182.57,3182.6,1939
2025-03-21 14:00:00,3193.02,3193.55,3191.54,3192.63,4220
2025-03-21 15:00:00,3196.75,3197.75,3196.38,3196.39,1539
2025-03-21 16:00:00,3190.32,3194.11,3189.21,3190.09,3535
2025-03-21 17:00:00,3189.7,3189.46,3188.97,3189.19,1821
2025-03-21 18:00:00,3183.25,3184.66,3183.75,3183.93,2461
2025-03-21 19:00:00,3176.21,3175.82,3174.71,3175.45,2088
